,tavg,tmin,tmax,zip,date,park
Citi Field2010-06-10T00:00:00,21.4,16.8,26.2,11371,2010-06-10T00:00:00,Citi Field
Citi Field2010-06-11T00:00:00,21.7,16.9,26.3,11371,2010-06-11T00:00:00,Citi Field
Citi Field2010-06-12T00:00:00,21.8,17.2,26.5,11371,2010-06-12T00:00:00,Citi Field
Citi Field2010-06-13T00:00:00,22.0,17.3,26.7,11371,2010-06-13T00:00:00,Citi Field
Citi Field2010-06-14T00:00:00,22.2,17.5,26.8,11371,2010-06-14T00:00:00,Citi Field
Citi Field2010-06-15T00:00:00,22.3,17.7,27.0,11371,2010-06-15T00:00:00,Citi Field
Citi Field2010-06-16T00:00:00,22.5,17.9,27.1,11371,2010-06-16T00:00:00,Citi Field
Citi Field2010-06-17T00:00:00,22.7,18.1,27.3,11371,2010-06-17T00:00:00,Citi Field
Citi Field2010-06-18T00:00:00,22.8,18.2,27.4,11371,2010-06-18T00:00:00,Citi Field
Citi Field2010-06-19T00:00:00,23.0,18.4,27.6,11371,2010-06-19T00:00:00,Citi Field
Citi Field2010-06-20T00:00:00,23.1,18.6,27.7,11371,2010-06-20T00:00:00,Citi Field
Citi Field2010-06-21T00:00:00,23.3,18.7,27.9,11371,2010-06-21T00:00:00,Citi Field
Citi Field2010-06-22T00:00:00,23.4,18.8,28.0,11371,2010-06-22T00:00:00,Citi Field
Citi Field2010-06-23T00:00:00,23.6,19.0,28.1,11371,2010-06-23T00:00:00,Citi Field
Citi Field2010-06-24T00:00:00,23.7,19.1,28.3,11371,2010-06-24T00:00:00,Citi Field
Citi Field2010-06-25T00:00:00,23.8,19.3,28.4,11371,2010-06-25T00:00:00,Citi Field
Citi Field2010-06-26T00:00:00,23.9,19.4,28.5,11371,2010-06-26T00:00:00,Citi Field
Citi Field2010-06-27T00:00:00,24.1,19.5,28.6,11371,2010-06-27T00:00:00,Citi Field
Citi Field2010-06-28T00:00:00,24.2,19.7,28.7,11371,2010-06-28T00:00:00,Citi Field
Citi Field2010-06-29T00:00:00,24.3,19.8,28.8,11371,2010-06-29T00:00:00,Citi Field
Citi Field2010-06-30T00:00:00,24.4,19.9,28.9,11371,2010-06-30T00:00:00,Citi Field
Citi Field2010-07-01T00:00:00,24.5,20.0,29.0,11371,2010-07-01T00:00:00,Citi Field
Citi Field2010-07-02T00:00:00,24.6,20.1,29.1,11371,2010-07-02T00:00:00,Citi Field
Citi Field2010-07-03T00:00:00,24.7,20.2,29.2,11371,2010-07-03T00:00:00,Citi Field
Citi Field2010-07-04T00:00:00,24.8,20.3,29.2,11371,2010-07-04T00:00:00,Citi Field
Citi Field2010-07-05T00:00:00,24.8,20.3,29.3,11371,2010-07-05T00:00:00,Citi Field
Citi Field2010-07-06T00:00:00,24.9,20.4,29.4,11371,2010-07-06T00:00:00,Citi Field
Citi Field2010-07-07T00:00:00,24.9,20.5,29.4,11371,2010-07-07T00:00:00,Citi Field
Citi Field2010-07-08T00:00:00,25.1,20.6,29.5,11371,2010-07-08T00:00:00,Citi Field
Citi Field2010-07-09T00:00:00,25.1,20.7,29.6,11371,2010-07-09T00:00:00,Citi Field
Citi Field2010-07-10T00:00:00,25.2,20.7,29.6,11371,2010-07-10T00:00:00,Citi Field
Citi Field2010-07-11T00:00:00,25.2,20.8,29.6,11371,2010-07-11T00:00:00,Citi Field
Citi Field2010-07-12T00:00:00,25.2,20.8,29.7,11371,2010-07-12T00:00:00,Citi Field
Citi Field2010-07-13T00:00:00,25.3,20.9,29.7,11371,2010-07-13T00:00:00,Citi Field
Citi Field2010-07-14T00:00:00,25.3,20.9,29.7,11371,2010-07-14T00:00:00,Citi Field
Citi Field2010-07-15T00:00:00,25.3,20.9,29.7,11371,2010-07-15T00:00:00,Citi Field
Citi Field2010-07-16T00:00:00,25.4,21.0,29.8,11371,2010-07-16T00:00:00,Citi Field
Citi Field2010-07-17T00:00:00,25.4,21.0,29.8,11371,2010-07-17T00:00:00,Citi Field
Citi Field2010-07-18T00:00:00,25.4,21.1,29.8,11371,2010-07-18T00:00:00,Citi Field
Citi Field2010-07-19T00:00:00,25.4,21.1,29.8,11371,2010-07-19T00:00:00,Citi Field
Citi Field2010-07-20T00:00:00,25.4,21.1,29.8,11371,2010-07-20T00:00:00,Citi Field
Citi Field2010-07-21T00:00:00,25.4,21.1,29.8,11371,2010-07-21T00:00:00,Citi Field
Citi Field2010-07-22T00:00:00,25.4,21.1,29.8,11371,2010-07-22T00:00:00,Citi Field
Citi Field2010-07-23T00:00:00,25.4,21.1,29.8,11371,2010-07-23T00:00:00,Citi Field
Citi Field2010-07-24T00:00:00,25.4,21.2,29.8,11371,2010-07-24T00:00:00,Citi Field
Citi Field2010-07-25T00:00:00,25.4,21.2,29.8,11371,2010-07-25T00:00:00,Citi Field
Citi Field2010-07-26T00:00:00,25.4,21.2,29.8,11371,2010-07-26T00:00:00,Citi Field
Citi Field2010-07-27T00:00:00,25.4,21.2,29.8,11371,2010-07-27T00:00:00,Citi Field
Citi Field2010-07-28T00:00:00,25.4,21.2,29.7,11371,2010-07-28T00:00:00,Citi Field
Citi Field2010-07-29T00:00:00,25.4,21.2,29.7,11371,2010-07-29T00:00:00,Citi Field
Citi Field2010-07-30T00:00:00,25.4,21.2,29.7,11371,2010-07-30T00:00:00,Citi Field
Citi Field2010-07-31T00:00:00,25.4,21.2,29.7,11371,2010-07-31T00:00:00,Citi Field
Citi Field2010-08-01T00:00:00,25.4,21.1,29.6,11371,2010-08-01T00:00:00,Citi Field
Citi Field2010-08-02T00:00:00,25.3,21.1,29.6,11371,2010-08-02T00:00:00,Citi Field
Citi Field2010-08-03T00:00:00,25.3,21.1,29.6,11371,2010-08-03T00:00:00,Citi Field
Citi Field2010-08-04T00:00:00,25.3,21.1,29.5,11371,2010-08-04T00:00:00,Citi Field
Citi Field2010-08-05T00:00:00,25.3,21.1,29.5,11371,2010-08-05T00:00:00,Citi Field
Citi Field2010-08-06T00:00:00,25.2,21.1,29.4,11371,2010-08-06T00:00:00,Citi Field
Citi Field2010-08-07T00:00:00,25.2,21.0,29.4,11371,2010-08-07T00:00:00,Citi Field
Citi Field2010-08-08T00:00:00,25.2,21.0,29.3,11371,2010-08-08T00:00:00,Citi Field
Citi Field2010-08-09T00:00:00,25.1,20.9,29.3,11371,2010-08-09T00:00:00,Citi Field
Citi Field2010-08-10T00:00:00,25.1,20.9,29.2,11371,2010-08-10T00:00:00,Citi Field
Citi Field2010-08-11T00:00:00,25.1,20.9,29.2,11371,2010-08-11T00:00:00,Citi Field
Citi Field2010-08-12T00:00:00,25.0,20.8,29.1,11371,2010-08-12T00:00:00,Citi Field
Citi Field2010-08-13T00:00:00,24.9,20.8,29.1,11371,2010-08-13T00:00:00,Citi Field
Citi Field2010-08-14T00:00:00,24.9,20.8,29.0,11371,2010-08-14T00:00:00,Citi Field
Citi Field2010-08-15T00:00:00,24.8,20.7,28.9,11371,2010-08-15T00:00:00,Citi Field
Citi Field2010-08-16T00:00:00,24.8,20.7,28.8,11371,2010-08-16T00:00:00,Citi Field
Citi Field2010-08-17T00:00:00,24.7,20.6,28.8,11371,2010-08-17T00:00:00,Citi Field
Citi Field2010-08-18T00:00:00,24.6,20.6,28.7,11371,2010-08-18T00:00:00,Citi Field
Citi Field2010-08-19T00:00:00,24.6,20.4,28.6,11371,2010-08-19T00:00:00,Citi Field
Citi Field2010-08-20T00:00:00,24.4,20.4,28.6,11371,2010-08-20T00:00:00,Citi Field
Citi Field2010-08-21T00:00:00,24.4,20.3,28.4,11371,2010-08-21T00:00:00,Citi Field
Citi Field2010-08-22T00:00:00,24.3,20.2,28.3,11371,2010-08-22T00:00:00,Citi Field
Citi Field2010-08-23T00:00:00,24.2,20.2,28.3,11371,2010-08-23T00:00:00,Citi Field
Citi Field2010-08-24T00:00:00,24.1,20.1,28.2,11371,2010-08-24T00:00:00,Citi Field
Citi Field2010-08-25T00:00:00,24.0,20.0,28.1,11371,2010-08-25T00:00:00,Citi Field
Citi Field2010-08-26T00:00:00,23.9,19.9,27.9,11371,2010-08-26T00:00:00,Citi Field
Citi Field2010-08-27T00:00:00,23.8,19.8,27.8,11371,2010-08-27T00:00:00,Citi Field
Citi Field2010-08-28T00:00:00,23.7,19.7,27.7,11371,2010-08-28T00:00:00,Citi Field
Citi Field2010-08-29T00:00:00,23.6,19.6,27.6,11371,2010-08-29T00:00:00,Citi Field
Citi Field2010-08-30T00:00:00,23.4,19.4,27.4,11371,2010-08-30T00:00:00,Citi Field
Citi Field2010-08-31T00:00:00,23.3,19.3,27.3,11371,2010-08-31T00:00:00,Citi Field
Citi Field2010-09-01T00:00:00,23.2,19.2,27.2,11371,2010-09-01T00:00:00,Citi Field
Citi Field2010-09-02T00:00:00,23.1,19.1,27.1,11371,2010-09-02T00:00:00,Citi Field
Citi Field2010-09-03T00:00:00,22.9,18.9,26.9,11371,2010-09-03T00:00:00,Citi Field
Citi Field2010-09-04T00:00:00,22.7,18.7,26.7,11371,2010-09-04T00:00:00,Citi Field
Citi Field2010-09-05T00:00:00,22.6,18.6,26.6,11371,2010-09-05T00:00:00,Citi Field
Citi Field2010-09-06T00:00:00,22.4,18.4,26.4,11371,2010-09-06T00:00:00,Citi Field
Citi Field2010-09-07T00:00:00,22.3,18.3,26.3,11371,2010-09-07T00:00:00,Citi Field
Citi Field2010-09-08T00:00:00,22.1,18.1,26.1,11371,2010-09-08T00:00:00,Citi Field
Citi Field2010-09-09T00:00:00,21.9,17.9,25.9,11371,2010-09-09T00:00:00,Citi Field
Citi Field2010-09-10T00:00:00,21.7,17.8,25.7,11371,2010-09-10T00:00:00,Citi Field
Citi Field2010-09-11T00:00:00,21.6,17.6,25.6,11371,2010-09-11T00:00:00,Citi Field
Citi Field2010-09-12T00:00:00,21.4,17.4,25.4,11371,2010-09-12T00:00:00,Citi Field
Citi Field2010-09-13T00:00:00,21.2,17.2,25.2,11371,2010-09-13T00:00:00,Citi Field
Citi Field2010-09-14T00:00:00,21.0,17.0,25.0,11371,2010-09-14T00:00:00,Citi Field
Citi Field2010-09-15T00:00:00,20.8,16.8,24.8,11371,2010-09-15T00:00:00,Citi Field
Citi Field2010-09-16T00:00:00,20.6,16.6,24.6,11371,2010-09-16T00:00:00,Citi Field
Citi Field2010-09-17T00:00:00,20.4,16.4,24.4,11371,2010-09-17T00:00:00,Citi Field
Citi Field2010-09-18T00:00:00,20.2,16.2,24.2,11371,2010-09-18T00:00:00,Citi Field
Citi Field2010-09-19T00:00:00,20.0,16.0,24.0,11371,2010-09-19T00:00:00,Citi Field
Citi Field2010-09-20T00:00:00,19.8,15.8,23.8,11371,2010-09-20T00:00:00,Citi Field
Citi Field2010-09-21T00:00:00,19.6,15.6,23.6,11371,2010-09-21T00:00:00,Citi Field
Citi Field2010-09-22T00:00:00,19.4,15.4,23.4,11371,2010-09-22T00:00:00,Citi Field
Citi Field2010-09-23T00:00:00,19.2,15.2,23.2,11371,2010-09-23T00:00:00,Citi Field
Citi Field2010-09-24T00:00:00,18.9,14.9,22.9,11371,2010-09-24T00:00:00,Citi Field
Citi Field2010-09-25T00:00:00,18.7,14.7,22.8,11371,2010-09-25T00:00:00,Citi Field
Citi Field2010-09-26T00:00:00,18.6,14.6,22.6,11371,2010-09-26T00:00:00,Citi Field
Citi Field2010-09-27T00:00:00,18.3,14.3,22.3,11371,2010-09-27T00:00:00,Citi Field
Citi Field2010-09-28T00:00:00,18.1,14.1,22.1,11371,2010-09-28T00:00:00,Citi Field
Citi Field2010-09-29T00:00:00,17.9,13.9,21.9,11371,2010-09-29T00:00:00,Citi Field
Citi Field2010-09-30T00:00:00,17.7,13.7,21.7,11371,2010-09-30T00:00:00,Citi Field
Citi Field2010-10-01T00:00:00,17.4,13.4,21.5,11371,2010-10-01T00:00:00,Citi Field
Citi Field2010-10-02T00:00:00,17.3,13.2,21.3,11371,2010-10-02T00:00:00,Citi Field
Citi Field2010-10-03T00:00:00,17.1,13.1,21.1,11371,2010-10-03T00:00:00,Citi Field
Citi Field2010-10-04T00:00:00,16.8,12.8,20.8,11371,2010-10-04T00:00:00,Citi Field
Citi Field2010-10-05T00:00:00,16.6,12.6,20.6,11371,2010-10-05T00:00:00,Citi Field
Citi Field2010-10-06T00:00:00,16.4,12.4,20.4,11371,2010-10-06T00:00:00,Citi Field
Citi Field2010-10-07T00:00:00,16.2,12.2,20.2,11371,2010-10-07T00:00:00,Citi Field
Citi Field2010-10-08T00:00:00,16.0,12.0,20.0,11371,2010-10-08T00:00:00,Citi Field
Citi Field2010-10-09T00:00:00,15.8,11.8,19.8,11371,2010-10-09T00:00:00,Citi Field
Citi Field2010-10-10T00:00:00,15.6,11.6,19.6,11371,2010-10-10T00:00:00,Citi Field
Citi Field2010-10-11T00:00:00,15.4,11.4,19.4,11371,2010-10-11T00:00:00,Citi Field
Citi Field2010-10-12T00:00:00,15.2,11.2,19.2,11371,2010-10-12T00:00:00,Citi Field
Citi Field2010-10-13T00:00:00,15.0,11.0,19.0,11371,2010-10-13T00:00:00,Citi Field
Citi Field2010-10-14T00:00:00,14.8,10.8,18.8,11371,2010-10-14T00:00:00,Citi Field
Citi Field2010-10-15T00:00:00,14.6,10.7,18.6,11371,2010-10-15T00:00:00,Citi Field
Citi Field2010-10-16T00:00:00,14.4,10.4,18.4,11371,2010-10-16T00:00:00,Citi Field
Citi Field2010-10-17T00:00:00,14.2,10.3,18.2,11371,2010-10-17T00:00:00,Citi Field
Citi Field2010-10-18T00:00:00,14.1,10.1,18.0,11371,2010-10-18T00:00:00,Citi Field
Citi Field2010-10-19T00:00:00,13.9,9.9,17.8,11371,2010-10-19T00:00:00,Citi Field
Citi Field2010-10-20T00:00:00,13.7,9.8,17.6,11371,2010-10-20T00:00:00,Citi Field
Citi Field2010-10-21T00:00:00,13.5,9.6,17.4,11371,2010-10-21T00:00:00,Citi Field
Citi Field2010-10-22T00:00:00,13.3,9.4,17.2,11371,2010-10-22T00:00:00,Citi Field
Citi Field2010-10-23T00:00:00,13.2,9.2,17.1,11371,2010-10-23T00:00:00,Citi Field
Citi Field2010-10-24T00:00:00,13.0,9.1,16.9,11371,2010-10-24T00:00:00,Citi Field
Citi Field2010-10-25T00:00:00,12.8,8.9,16.7,11371,2010-10-25T00:00:00,Citi Field
Citi Field2010-10-26T00:00:00,12.6,8.8,16.5,11371,2010-10-26T00:00:00,Citi Field
Citi Field2010-10-27T00:00:00,12.4,8.6,16.3,11371,2010-10-27T00:00:00,Citi Field
Citi Field2010-10-28T00:00:00,12.3,8.4,16.1,11371,2010-10-28T00:00:00,Citi Field
Citi Field2010-10-29T00:00:00,12.1,8.3,15.9,11371,2010-10-29T00:00:00,Citi Field
Citi Field2010-10-30T00:00:00,11.9,8.1,15.8,11371,2010-10-30T00:00:00,Citi Field
Citi Field2010-10-31T00:00:00,11.8,7.9,15.6,11371,2010-10-31T00:00:00,Citi Field
Citi Field2010-11-01T00:00:00,11.6,7.8,15.4,11371,2010-11-01T00:00:00,Citi Field
Yankee Stadium2010-03-01T00:00:00,3.4,-0.7,7.6,10462,2010-03-01T00:00:00,Yankee Stadium
Yankee Stadium2010-03-02T00:00:00,3.6,-0.6,7.7,10462,2010-03-02T00:00:00,Yankee Stadium
Yankee Stadium2010-03-03T00:00:00,3.7,-0.5,7.8,10462,2010-03-03T00:00:00,Yankee Stadium
Yankee Stadium2010-03-04T00:00:00,3.8,-0.4,8.0,10462,2010-03-04T00:00:00,Yankee Stadium
Yankee Stadium2010-03-05T00:00:00,3.9,-0.2,8.1,10462,2010-03-05T00:00:00,Yankee Stadium
Yankee Stadium2010-03-06T00:00:00,4.1,-0.1,8.3,10462,2010-03-06T00:00:00,Yankee Stadium
Yankee Stadium2010-03-07T00:00:00,4.2,0.0,8.4,10462,2010-03-07T00:00:00,Yankee Stadium
Yankee Stadium2010-03-08T00:00:00,4.3,0.1,8.6,10462,2010-03-08T00:00:00,Yankee Stadium
Yankee Stadium2010-03-09T00:00:00,4.4,0.2,8.7,10462,2010-03-09T00:00:00,Yankee Stadium
Yankee Stadium2010-03-10T00:00:00,4.6,0.3,8.8,10462,2010-03-10T00:00:00,Yankee Stadium
Yankee Stadium2010-03-11T00:00:00,4.7,0.5,9.0,10462,2010-03-11T00:00:00,Yankee Stadium
Yankee Stadium2010-03-12T00:00:00,4.9,0.6,9.2,10462,2010-03-12T00:00:00,Yankee Stadium
Yankee Stadium2010-03-13T00:00:00,5.0,0.7,9.3,10462,2010-03-13T00:00:00,Yankee Stadium
Yankee Stadium2010-03-14T00:00:00,5.2,0.8,9.4,10462,2010-03-14T00:00:00,Yankee Stadium
Yankee Stadium2010-03-15T00:00:00,5.3,1.0,9.6,10462,2010-03-15T00:00:00,Yankee Stadium
Yankee Stadium2010-03-16T00:00:00,5.4,1.1,9.8,10462,2010-03-16T00:00:00,Yankee Stadium
Yankee Stadium2010-03-17T00:00:00,5.6,1.3,9.9,10462,2010-03-17T00:00:00,Yankee Stadium
Yankee Stadium2010-03-18T00:00:00,5.8,1.4,10.1,10462,2010-03-18T00:00:00,Yankee Stadium
Yankee Stadium2010-03-19T00:00:00,5.9,1.6,10.3,10462,2010-03-19T00:00:00,Yankee Stadium
Yankee Stadium2010-03-20T00:00:00,6.1,1.7,10.4,10462,2010-03-20T00:00:00,Yankee Stadium
Yankee Stadium2010-03-21T00:00:00,6.2,1.8,10.6,10462,2010-03-21T00:00:00,Yankee Stadium
Yankee Stadium2010-03-22T00:00:00,6.4,2.0,10.8,10462,2010-03-22T00:00:00,Yankee Stadium
Yankee Stadium2010-03-23T00:00:00,6.6,2.2,11.0,10462,2010-03-23T00:00:00,Yankee Stadium
Yankee Stadium2010-03-24T00:00:00,6.7,2.3,11.2,10462,2010-03-24T00:00:00,Yankee Stadium
Yankee Stadium2010-03-25T00:00:00,6.9,2.4,11.4,10462,2010-03-25T00:00:00,Yankee Stadium
Yankee Stadium2010-03-26T00:00:00,7.1,2.6,11.6,10462,2010-03-26T00:00:00,Yankee Stadium
Yankee Stadium2010-03-27T00:00:00,7.3,2.8,11.8,10462,2010-03-27T00:00:00,Yankee Stadium
Yankee Stadium2010-03-28T00:00:00,7.4,2.9,11.9,10462,2010-03-28T00:00:00,Yankee Stadium
Yankee Stadium2010-03-29T00:00:00,7.7,3.2,12.2,10462,2010-03-29T00:00:00,Yankee Stadium
Yankee Stadium2010-03-30T00:00:00,7.8,3.3,12.4,10462,2010-03-30T00:00:00,Yankee Stadium
Yankee Stadium2010-03-31T00:00:00,8.1,3.5,12.6,10462,2010-03-31T00:00:00,Yankee Stadium
Yankee Stadium2010-04-01T00:00:00,8.3,3.7,12.8,10462,2010-04-01T00:00:00,Yankee Stadium
Yankee Stadium2010-04-02T00:00:00,8.4,3.9,13.1,10462,2010-04-02T00:00:00,Yankee Stadium
Yankee Stadium2010-04-03T00:00:00,8.7,4.1,13.3,10462,2010-04-03T00:00:00,Yankee Stadium
Yankee Stadium2010-04-04T00:00:00,8.9,4.3,13.5,10462,2010-04-04T00:00:00,Yankee Stadium
Yankee Stadium2010-04-05T00:00:00,9.1,4.4,13.7,10462,2010-04-05T00:00:00,Yankee Stadium
Yankee Stadium2010-04-06T00:00:00,9.3,4.7,13.9,10462,2010-04-06T00:00:00,Yankee Stadium
Yankee Stadium2010-04-07T00:00:00,9.6,4.9,14.2,10462,2010-04-07T00:00:00,Yankee Stadium
Yankee Stadium2010-04-08T00:00:00,9.8,5.1,14.4,10462,2010-04-08T00:00:00,Yankee Stadium
Yankee Stadium2010-04-09T00:00:00,10.0,5.3,14.7,10462,2010-04-09T00:00:00,Yankee Stadium
Yankee Stadium2010-04-10T00:00:00,10.2,5.5,14.9,10462,2010-04-10T00:00:00,Yankee Stadium
Yankee Stadium2010-04-11T00:00:00,10.4,5.7,15.2,10462,2010-04-11T00:00:00,Yankee Stadium
Yankee Stadium2010-04-12T00:00:00,10.7,5.9,15.4,10462,2010-04-12T00:00:00,Yankee Stadium
Yankee Stadium2010-04-13T00:00:00,10.9,6.1,15.7,10462,2010-04-13T00:00:00,Yankee Stadium
Yankee Stadium2010-04-14T00:00:00,11.1,6.3,15.9,10462,2010-04-14T00:00:00,Yankee Stadium
Yankee Stadium2010-04-15T00:00:00,11.3,6.5,16.2,10462,2010-04-15T00:00:00,Yankee Stadium
Yankee Stadium2010-04-16T00:00:00,11.6,6.7,16.4,10462,2010-04-16T00:00:00,Yankee Stadium
Yankee Stadium2010-04-17T00:00:00,11.8,6.9,16.6,10462,2010-04-17T00:00:00,Yankee Stadium
Yankee Stadium2010-04-18T00:00:00,12.0,7.2,16.9,10462,2010-04-18T00:00:00,Yankee Stadium
Yankee Stadium2010-04-19T00:00:00,12.2,7.3,17.1,10462,2010-04-19T00:00:00,Yankee Stadium
Yankee Stadium2010-04-20T00:00:00,12.4,7.6,17.3,10462,2010-04-20T00:00:00,Yankee Stadium
