,tavg,tmin,tmax,zip,date,park
Busch Stadium2010-03-11T00:00:00,6.9,1.8,11.9,63102,2010-03-11T00:00:00,Busch Stadium
Busch Stadium2010-03-12T00:00:00,7.1,2.0,12.1,63102,2010-03-12T00:00:00,Busch Stadium
Busch Stadium2010-03-13T00:00:00,7.3,2.2,12.3,63102,2010-03-13T00:00:00,Busch Stadium
Busch Stadium2010-03-14T00:00:00,7.5,2.4,12.6,63102,2010-03-14T00:00:00,Busch Stadium
Busch Stadium2010-03-15T00:00:00,7.7,2.6,12.8,63102,2010-03-15T00:00:00,Busch Stadium
Busch Stadium2010-03-16T00:00:00,7.9,2.8,13.0,63102,2010-03-16T00:00:00,Busch Stadium
Busch Stadium2010-03-17T00:00:00,8.1,2.9,13.2,63102,2010-03-17T00:00:00,Busch Stadium
Busch Stadium2010-03-18T00:00:00,8.3,3.2,13.4,63102,2010-03-18T00:00:00,Busch Stadium
Busch Stadium2010-03-19T00:00:00,8.5,3.3,13.6,63102,2010-03-19T00:00:00,Busch Stadium
Busch Stadium2010-03-20T00:00:00,8.7,3.6,13.8,63102,2010-03-20T00:00:00,Busch Stadium
Busch Stadium2010-03-21T00:00:00,8.9,3.7,14.1,63102,2010-03-21T00:00:00,Busch Stadium
Busch Stadium2010-03-22T00:00:00,9.1,3.9,14.3,63102,2010-03-22T00:00:00,Busch Stadium
Busch Stadium2010-03-23T00:00:00,9.3,4.1,14.5,63102,2010-03-23T00:00:00,Busch Stadium
Busch Stadium2010-03-24T00:00:00,9.5,4.3,14.7,63102,2010-03-24T00:00:00,Busch Stadium
Busch Stadium2010-03-25T00:00:00,9.7,4.4,14.9,63102,2010-03-25T00:00:00,Busch Stadium
Busch Stadium2010-03-26T00:00:00,9.9,4.7,15.2,63102,2010-03-26T00:00:00,Busch Stadium
Busch Stadium2010-03-27T00:00:00,10.1,4.8,15.4,63102,2010-03-27T00:00:00,Busch Stadium
Busch Stadium2010-03-28T00:00:00,10.3,5.1,15.6,63102,2010-03-28T00:00:00,Busch Stadium
Busch Stadium2010-03-29T00:00:00,10.5,5.2,15.8,63102,2010-03-29T00:00:00,Busch Stadium
Busch Stadium2010-03-30T00:00:00,10.7,5.4,16.1,63102,2010-03-30T00:00:00,Busch Stadium
Busch Stadium2010-03-31T00:00:00,10.9,5.6,16.3,63102,2010-03-31T00:00:00,Busch Stadium
Busch Stadium2010-04-01T00:00:00,11.1,5.8,16.5,63102,2010-04-01T00:00:00,Busch Stadium
Busch Stadium2010-04-02T00:00:00,11.3,5.9,16.7,63102,2010-04-02T00:00:00,Busch Stadium
Busch Stadium2010-04-03T00:00:00,11.6,6.2,16.9,63102,2010-04-03T00:00:00,Busch Stadium
Busch Stadium2010-04-04T00:00:00,11.7,6.3,17.1,63102,2010-04-04T00:00:00,Busch Stadium
Busch Stadium2010-04-05T00:00:00,11.9,6.6,17.3,63102,2010-04-05T00:00:00,Busch Stadium
Busch Stadium2010-04-06T00:00:00,12.1,6.7,17.6,63102,2010-04-06T00:00:00,Busch Stadium
Busch Stadium2010-04-07T00:00:00,12.3,6.9,17.8,63102,2010-04-07T00:00:00,Busch Stadium
Busch Stadium2010-04-08T00:00:00,12.6,7.1,17.9,63102,2010-04-08T00:00:00,Busch Stadium
Busch Stadium2010-04-09T00:00:00,12.7,7.3,18.2,63102,2010-04-09T00:00:00,Busch Stadium
Busch Stadium2010-04-10T00:00:00,12.9,7.4,18.4,63102,2010-04-10T00:00:00,Busch Stadium
Busch Stadium2010-04-11T00:00:00,13.1,7.7,18.6,63102,2010-04-11T00:00:00,Busch Stadium
Busch Stadium2010-04-12T00:00:00,13.3,7.8,18.8,63102,2010-04-12T00:00:00,Busch Stadium
Busch Stadium2010-04-13T00:00:00,13.5,8.1,19.0,63102,2010-04-13T00:00:00,Busch Stadium
Busch Stadium2010-04-14T00:00:00,13.7,8.2,19.2,63102,2010-04-14T00:00:00,Busch Stadium
Busch Stadium2010-04-15T00:00:00,13.9,8.4,19.4,63102,2010-04-15T00:00:00,Busch Stadium
Busch Stadium2010-04-16T00:00:00,14.1,8.6,19.6,63102,2010-04-16T00:00:00,Busch Stadium
Busch Stadium2010-04-17T00:00:00,14.3,8.8,19.8,63102,2010-04-17T00:00:00,Busch Stadium
Busch Stadium2010-04-18T00:00:00,14.5,9.0,20.0,63102,2010-04-18T00:00:00,Busch Stadium
Busch Stadium2010-04-19T00:00:00,14.7,9.2,20.2,63102,2010-04-19T00:00:00,Busch Stadium
Busch Stadium2010-04-20T00:00:00,14.9,9.3,20.4,63102,2010-04-20T00:00:00,Busch Stadium
Busch Stadium2010-04-21T00:00:00,15.1,9.6,20.6,63102,2010-04-21T00:00:00,Busch Stadium
Busch Stadium2010-04-22T00:00:00,15.2,9.7,20.8,63102,2010-04-22T00:00:00,Busch Stadium
Busch Stadium2010-04-23T00:00:00,15.4,9.9,20.9,63102,2010-04-23T00:00:00,Busch Stadium
Busch Stadium2010-04-24T00:00:00,15.6,10.1,21.1,63102,2010-04-24T00:00:00,Busch Stadium
Busch Stadium2010-04-25T00:00:00,15.8,10.3,21.3,63102,2010-04-25T00:00:00,Busch Stadium
Busch Stadium2010-04-26T00:00:00,16.0,10.4,21.5,63102,2010-04-26T00:00:00,Busch Stadium
Busch Stadium2010-04-27T00:00:00,16.2,10.7,21.7,63102,2010-04-27T00:00:00,Busch Stadium
Busch Stadium2010-04-28T00:00:00,16.3,10.8,21.8,63102,2010-04-28T00:00:00,Busch Stadium
Busch Stadium2010-04-29T00:00:00,16.5,11.0,22.1,63102,2010-04-29T00:00:00,Busch Stadium
Busch Stadium2010-04-30T00:00:00,16.7,11.2,22.2,63102,2010-04-30T00:00:00,Busch Stadium
Busch Stadium2010-05-01T00:00:00,16.9,11.4,22.4,63102,2010-05-01T00:00:00,Busch Stadium
Busch Stadium2010-05-02T00:00:00,17.1,11.6,22.6,63102,2010-05-02T00:00:00,Busch Stadium
Busch Stadium2010-05-03T00:00:00,17.2,11.7,22.7,63102,2010-05-03T00:00:00,Busch Stadium
Busch Stadium2010-05-04T00:00:00,17.4,11.9,22.9,63102,2010-05-04T00:00:00,Busch Stadium
Busch Stadium2010-05-05T00:00:00,17.6,12.1,23.1,63102,2010-05-05T00:00:00,Busch Stadium
Busch Stadium2010-05-06T00:00:00,17.8,12.3,23.2,63102,2010-05-06T00:00:00,Busch Stadium
Busch Stadium2010-05-07T00:00:00,17.9,12.5,23.4,63102,2010-05-07T00:00:00,Busch Stadium
Busch Stadium2010-05-08T00:00:00,18.1,12.7,23.6,63102,2010-05-08T00:00:00,Busch Stadium
Busch Stadium2010-05-09T00:00:00,18.3,12.8,23.7,63102,2010-05-09T00:00:00,Busch Stadium
Busch Stadium2010-05-10T00:00:00,18.4,13.0,23.9,63102,2010-05-10T00:00:00,Busch Stadium
Busch Stadium2010-05-11T00:00:00,18.6,13.2,24.1,63102,2010-05-11T00:00:00,Busch Stadium
Busch Stadium2010-05-12T00:00:00,18.8,13.4,24.2,63102,2010-05-12T00:00:00,Busch Stadium
Busch Stadium2010-05-13T00:00:00,19.0,13.6,24.4,63102,2010-05-13T00:00:00,Busch Stadium
Busch Stadium2010-05-14T00:00:00,19.2,13.7,24.6,63102,2010-05-14T00:00:00,Busch Stadium
Busch Stadium2010-05-15T00:00:00,19.3,13.9,24.7,63102,2010-05-15T00:00:00,Busch Stadium
Busch Stadium2010-05-16T00:00:00,19.5,14.1,24.9,63102,2010-05-16T00:00:00,Busch Stadium
Busch Stadium2010-05-17T00:00:00,19.7,14.3,25.1,63102,2010-05-17T00:00:00,Busch Stadium
Busch Stadium2010-05-18T00:00:00,19.8,14.5,25.2,63102,2010-05-18T00:00:00,Busch Stadium
Busch Stadium2010-05-19T00:00:00,20.0,14.7,25.4,63102,2010-05-19T00:00:00,Busch Stadium
Busch Stadium2010-05-20T00:00:00,20.2,14.8,25.6,63102,2010-05-20T00:00:00,Busch Stadium
Busch Stadium2010-05-21T00:00:00,20.4,15.0,25.7,63102,2010-05-21T00:00:00,Busch Stadium
Busch Stadium2010-05-22T00:00:00,20.6,15.2,25.9,63102,2010-05-22T00:00:00,Busch Stadium
Busch Stadium2010-05-23T00:00:00,20.7,15.4,26.1,63102,2010-05-23T00:00:00,Busch Stadium
Busch Stadium2010-05-24T00:00:00,20.9,15.6,26.2,63102,2010-05-24T00:00:00,Busch Stadium
Busch Stadium2010-05-25T00:00:00,21.1,15.7,26.4,63102,2010-05-25T00:00:00,Busch Stadium
Busch Stadium2010-05-26T00:00:00,21.2,15.9,26.6,63102,2010-05-26T00:00:00,Busch Stadium
Busch Stadium2010-05-27T00:00:00,21.4,16.1,26.7,63102,2010-05-27T00:00:00,Busch Stadium
Busch Stadium2010-05-28T00:00:00,21.6,16.3,26.9,63102,2010-05-28T00:00:00,Busch Stadium
Busch Stadium2010-05-29T00:00:00,21.8,16.5,27.1,63102,2010-05-29T00:00:00,Busch Stadium
Busch Stadium2010-05-30T00:00:00,21.9,16.7,27.2,63102,2010-05-30T00:00:00,Busch Stadium
Busch Stadium2010-05-31T00:00:00,22.1,16.8,27.3,63102,2010-05-31T00:00:00,Busch Stadium
Busch Stadium2010-06-01T00:00:00,22.3,17.0,27.5,63102,2010-06-01T00:00:00,Busch Stadium
Busch Stadium2010-06-02T00:00:00,22.4,17.2,27.7,63102,2010-06-02T00:00:00,Busch Stadium
Busch Stadium2010-06-03T00:00:00,22.6,17.4,27.8,63102,2010-06-03T00:00:00,Busch Stadium
Busch Stadium2010-06-04T00:00:00,22.8,17.6,28.0,63102,2010-06-04T00:00:00,Busch Stadium
Busch Stadium2010-06-05T00:00:00,22.9,17.7,28.2,63102,2010-06-05T00:00:00,Busch Stadium
Busch Stadium2010-06-06T00:00:00,23.1,17.9,28.3,63102,2010-06-06T00:00:00,Busch Stadium
Busch Stadium2010-06-07T00:00:00,23.3,18.1,28.5,63102,2010-06-07T00:00:00,Busch Stadium
Busch Stadium2010-06-08T00:00:00,23.4,18.2,28.7,63102,2010-06-08T00:00:00,Busch Stadium
Busch Stadium2010-06-09T00:00:00,23.6,18.4,28.8,63102,2010-06-09T00:00:00,Busch Stadium
Busch Stadium2010-06-10T00:00:00,23.8,18.6,28.9,63102,2010-06-10T00:00:00,Busch Stadium
Busch Stadium2010-06-11T00:00:00,23.9,18.7,29.1,63102,2010-06-11T00:00:00,Busch Stadium
Busch Stadium2010-06-12T00:00:00,24.1,18.9,29.2,63102,2010-06-12T00:00:00,Busch Stadium
Busch Stadium2010-06-13T00:00:00,24.2,19.1,29.4,63102,2010-06-13T00:00:00,Busch Stadium
Busch Stadium2010-06-14T00:00:00,24.4,19.2,29.6,63102,2010-06-14T00:00:00,Busch Stadium
Busch Stadium2010-06-15T00:00:00,24.5,19.3,29.7,63102,2010-06-15T00:00:00,Busch Stadium
Busch Stadium2010-06-16T00:00:00,24.7,19.5,29.8,63102,2010-06-16T00:00:00,Busch Stadium
Busch Stadium2010-06-17T00:00:00,24.8,19.6,29.9,63102,2010-06-17T00:00:00,Busch Stadium
Busch Stadium2010-06-18T00:00:00,24.9,19.8,30.1,63102,2010-06-18T00:00:00,Busch Stadium
Busch Stadium2010-06-19T00:00:00,25.1,19.9,30.2,63102,2010-06-19T00:00:00,Busch Stadium
Busch Stadium2010-06-20T00:00:00,25.2,20.1,30.3,63102,2010-06-20T00:00:00,Busch Stadium
Busch Stadium2010-06-21T00:00:00,25.3,20.2,30.4,63102,2010-06-21T00:00:00,Busch Stadium
Busch Stadium2010-06-22T00:00:00,25.4,20.3,30.6,63102,2010-06-22T00:00:00,Busch Stadium
Busch Stadium2010-06-23T00:00:00,25.5,20.4,30.7,63102,2010-06-23T00:00:00,Busch Stadium
Busch Stadium2010-06-24T00:00:00,25.6,20.5,30.7,63102,2010-06-24T00:00:00,Busch Stadium
Busch Stadium2010-06-25T00:00:00,25.7,20.6,30.8,63102,2010-06-25T00:00:00,Busch Stadium
Busch Stadium2010-06-26T00:00:00,25.8,20.7,30.9,63102,2010-06-26T00:00:00,Busch Stadium
Busch Stadium2010-06-27T00:00:00,25.9,20.8,31.0,63102,2010-06-27T00:00:00,Busch Stadium
Busch Stadium2010-06-28T00:00:00,26.0,20.9,31.1,63102,2010-06-28T00:00:00,Busch Stadium
Busch Stadium2010-06-29T00:00:00,26.1,21.0,31.2,63102,2010-06-29T00:00:00,Busch Stadium
Busch Stadium2010-06-30T00:00:00,26.2,21.1,31.3,63102,2010-06-30T00:00:00,Busch Stadium
Busch Stadium2010-07-01T00:00:00,26.2,21.2,31.3,63102,2010-07-01T00:00:00,Busch Stadium
Busch Stadium2010-07-02T00:00:00,26.3,21.2,31.4,63102,2010-07-02T00:00:00,Busch Stadium
Busch Stadium2010-07-03T00:00:00,26.4,21.3,31.4,63102,2010-07-03T00:00:00,Busch Stadium
Busch Stadium2010-07-04T00:00:00,26.4,21.3,31.5,63102,2010-07-04T00:00:00,Busch Stadium
Busch Stadium2010-07-05T00:00:00,26.5,21.4,31.6,63102,2010-07-05T00:00:00,Busch Stadium
Busch Stadium2010-07-06T00:00:00,26.5,21.4,31.6,63102,2010-07-06T00:00:00,Busch Stadium
Busch Stadium2010-07-07T00:00:00,26.6,21.5,31.6,63102,2010-07-07T00:00:00,Busch Stadium
Busch Stadium2010-07-08T00:00:00,26.6,21.6,31.7,63102,2010-07-08T00:00:00,Busch Stadium
Busch Stadium2010-07-09T00:00:00,26.7,21.6,31.7,63102,2010-07-09T00:00:00,Busch Stadium
Busch Stadium2010-07-10T00:00:00,26.7,21.6,31.7,63102,2010-07-10T00:00:00,Busch Stadium
Busch Stadium2010-07-11T00:00:00,26.7,21.7,31.7,63102,2010-07-11T00:00:00,Busch Stadium
Busch Stadium2010-07-12T00:00:00,26.7,21.7,31.8,63102,2010-07-12T00:00:00,Busch Stadium
Busch Stadium2010-07-13T00:00:00,26.8,21.7,31.8,63102,2010-07-13T00:00:00,Busch Stadium
Busch Stadium2010-07-14T00:00:00,26.8,21.7,31.8,63102,2010-07-14T00:00:00,Busch Stadium
Busch Stadium2010-07-15T00:00:00,26.8,21.8,31.8,63102,2010-07-15T00:00:00,Busch Stadium
Busch Stadium2010-07-16T00:00:00,26.8,21.8,31.8,63102,2010-07-16T00:00:00,Busch Stadium
Busch Stadium2010-07-17T00:00:00,26.8,21.8,31.8,63102,2010-07-17T00:00:00,Busch Stadium
Busch Stadium2010-07-18T00:00:00,26.8,21.8,31.8,63102,2010-07-18T00:00:00,Busch Stadium
Busch Stadium2010-07-19T00:00:00,26.8,21.8,31.8,63102,2010-07-19T00:00:00,Busch Stadium
Busch Stadium2010-07-20T00:00:00,26.8,21.8,31.8,63102,2010-07-20T00:00:00,Busch Stadium
Busch Stadium2010-07-21T00:00:00,26.8,21.8,31.8,63102,2010-07-21T00:00:00,Busch Stadium
Busch Stadium2010-07-22T00:00:00,26.8,21.8,31.8,63102,2010-07-22T00:00:00,Busch Stadium
Busch Stadium2010-07-23T00:00:00,26.8,21.8,31.8,63102,2010-07-23T00:00:00,Busch Stadium
Busch Stadium2010-07-24T00:00:00,26.8,21.8,31.8,63102,2010-07-24T00:00:00,Busch Stadium
Busch Stadium2010-07-25T00:00:00,26.8,21.8,31.8,63102,2010-07-25T00:00:00,Busch Stadium
Busch Stadium2010-07-26T00:00:00,26.8,21.8,31.8,63102,2010-07-26T00:00:00,Busch Stadium
Busch Stadium2010-07-27T00:00:00,26.8,21.8,31.8,63102,2010-07-27T00:00:00,Busch Stadium
Busch Stadium2010-07-28T00:00:00,26.8,21.8,31.8,63102,2010-07-28T00:00:00,Busch Stadium
Busch Stadium2010-07-29T00:00:00,26.8,21.8,31.8,63102,2010-07-29T00:00:00,Busch Stadium
Busch Stadium2010-07-30T00:00:00,26.8,21.8,31.8,63102,2010-07-30T00:00:00,Busch Stadium
Busch Stadium2010-07-31T00:00:00,26.8,21.8,31.8,63102,2010-07-31T00:00:00,Busch Stadium
Busch Stadium2010-08-01T00:00:00,26.7,21.7,31.7,63102,2010-08-01T00:00:00,Busch Stadium
Busch Stadium2010-08-02T00:00:00,26.7,21.7,31.7,63102,2010-08-02T00:00:00,Busch Stadium
Busch Stadium2010-08-03T00:00:00,26.7,21.7,31.7,63102,2010-08-03T00:00:00,Busch Stadium
Busch Stadium2010-08-04T00:00:00,26.7,21.7,31.7,63102,2010-08-04T00:00:00,Busch Stadium
Busch Stadium2010-08-05T00:00:00,26.7,21.7,31.7,63102,2010-08-05T00:00:00,Busch Stadium
Busch Stadium2010-08-06T00:00:00,26.6,21.6,31.7,63102,2010-08-06T00:00:00,Busch Stadium
Busch Stadium2010-08-07T00:00:00,26.6,21.6,31.6,63102,2010-08-07T00:00:00,Busch Stadium
Busch Stadium2010-08-08T00:00:00,26.6,21.6,31.6,63102,2010-08-08T00:00:00,Busch Stadium
Busch Stadium2010-08-09T00:00:00,26.6,21.5,31.6,63102,2010-08-09T00:00:00,Busch Stadium
Busch Stadium2010-08-10T00:00:00,26.5,21.4,31.6,63102,2010-08-10T00:00:00,Busch Stadium
Busch Stadium2010-08-11T00:00:00,26.5,21.4,31.5,63102,2010-08-11T00:00:00,Busch Stadium
Busch Stadium2010-08-12T00:00:00,26.4,21.4,31.5,63102,2010-08-12T00:00:00,Busch Stadium
Busch Stadium2010-08-13T00:00:00,26.4,21.3,31.4,63102,2010-08-13T00:00:00,Busch Stadium
Busch Stadium2010-08-14T00:00:00,26.3,21.3,31.4,63102,2010-08-14T00:00:00,Busch Stadium
Busch Stadium2010-08-15T00:00:00,26.3,21.2,31.4,63102,2010-08-15T00:00:00,Busch Stadium
Busch Stadium2010-08-16T00:00:00,26.2,21.2,31.3,63102,2010-08-16T00:00:00,Busch Stadium
Busch Stadium2010-08-17T00:00:00,26.2,21.1,31.3,63102,2010-08-17T00:00:00,Busch Stadium
Busch Stadium2010-08-18T00:00:00,26.1,21.0,31.2,63102,2010-08-18T00:00:00,Busch Stadium
Busch Stadium2010-08-19T00:00:00,26.1,20.9,31.2,63102,2010-08-19T00:00:00,Busch Stadium
Busch Stadium2010-08-20T00:00:00,25.9,20.8,31.1,63102,2010-08-20T00:00:00,Busch Stadium
Busch Stadium2010-08-21T00:00:00,25.9,20.7,31.1,63102,2010-08-21T00:00:00,Busch Stadium
Busch Stadium2010-08-22T00:00:00,25.8,20.6,30.9,63102,2010-08-22T00:00:00,Busch Stadium
Busch Stadium2010-08-23T00:00:00,25.7,20.6,30.9,63102,2010-08-23T00:00:00,Busch Stadium
Busch Stadium2010-08-24T00:00:00,25.6,20.4,30.8,63102,2010-08-24T00:00:00,Busch Stadium
Busch Stadium2010-08-25T00:00:00,25.5,20.3,30.7,63102,2010-08-25T00:00:00,Busch Stadium
Busch Stadium2010-08-26T00:00:00,25.4,20.2,30.6,63102,2010-08-26T00:00:00,Busch Stadium
Busch Stadium2010-08-27T00:00:00,25.3,20.1,30.5,63102,2010-08-27T00:00:00,Busch Stadium
Busch Stadium2010-08-28T00:00:00,25.2,19.9,30.4,63102,2010-08-28T00:00:00,Busch Stadium
Busch Stadium2010-08-29T00:00:00,25.0,19.8,30.3,63102,2010-08-29T00:00:00,Busch Stadium
Busch Stadium2010-08-30T00:00:00,24.9,19.6,30.1,63102,2010-08-30T00:00:00,Busch Stadium
Busch Stadium2010-08-31T00:00:00,24.7,19.4,30.0,63102,2010-08-31T00:00:00,Busch Stadium
Busch Stadium2010-09-01T00:00:00,24.6,19.3,29.9,63102,2010-09-01T00:00:00,Busch Stadium
Busch Stadium2010-09-02T00:00:00,24.4,19.1,29.7,63102,2010-09-02T00:00:00,Busch Stadium
Busch Stadium2010-09-03T00:00:00,24.3,18.9,29.6,63102,2010-09-03T00:00:00,Busch Stadium
Busch Stadium2010-09-04T00:00:00,24.1,18.7,29.4,63102,2010-09-04T00:00:00,Busch Stadium
Busch Stadium2010-09-05T00:00:00,23.9,18.6,29.3,63102,2010-09-05T00:00:00,Busch Stadium
Busch Stadium2010-09-06T00:00:00,23.7,18.3,29.1,63102,2010-09-06T00:00:00,Busch Stadium
Busch Stadium2010-09-07T00:00:00,23.6,18.2,28.9,63102,2010-09-07T00:00:00,Busch Stadium
Busch Stadium2010-09-08T00:00:00,23.3,17.9,28.7,63102,2010-09-08T00:00:00,Busch Stadium
Busch Stadium2010-09-09T00:00:00,23.1,17.7,28.6,63102,2010-09-09T00:00:00,Busch Stadium
Busch Stadium2010-09-10T00:00:00,22.9,17.5,28.3,63102,2010-09-10T00:00:00,Busch Stadium
Busch Stadium2010-09-11T00:00:00,22.7,17.3,28.2,63102,2010-09-11T00:00:00,Busch Stadium
Busch Stadium2010-09-12T00:00:00,22.5,17.1,27.9,63102,2010-09-12T00:00:00,Busch Stadium
Busch Stadium2010-09-13T00:00:00,22.3,16.8,27.8,63102,2010-09-13T00:00:00,Busch Stadium
Busch Stadium2010-09-14T00:00:00,22.1,16.6,27.6,63102,2010-09-14T00:00:00,Busch Stadium
Busch Stadium2010-09-15T00:00:00,21.8,16.4,27.3,63102,2010-09-15T00:00:00,Busch Stadium
Busch Stadium2010-09-16T00:00:00,21.6,16.1,27.1,63102,2010-09-16T00:00:00,Busch Stadium
Busch Stadium2010-09-17T00:00:00,21.4,15.9,26.9,63102,2010-09-17T00:00:00,Busch Stadium
Busch Stadium2010-09-18T00:00:00,21.2,15.7,26.7,63102,2010-09-18T00:00:00,Busch Stadium
Busch Stadium2010-09-19T00:00:00,20.9,15.4,26.4,63102,2010-09-19T00:00:00,Busch Stadium
Busch Stadium2010-09-20T00:00:00,20.7,15.2,26.2,63102,2010-09-20T00:00:00,Busch Stadium
Busch Stadium2010-09-21T00:00:00,20.4,14.9,26.0,63102,2010-09-21T00:00:00,Busch Stadium
Busch Stadium2010-09-22T00:00:00,20.2,14.7,25.8,63102,2010-09-22T00:00:00,Busch Stadium
Busch Stadium2010-09-23T00:00:00,20.0,14.4,25.6,63102,2010-09-23T00:00:00,Busch Stadium
Busch Stadium2010-09-24T00:00:00,19.8,14.2,25.3,63102,2010-09-24T00:00:00,Busch Stadium
Busch Stadium2010-09-25T00:00:00,19.5,13.9,25.1,63102,2010-09-25T00:00:00,Busch Stadium
Busch Stadium2010-09-26T00:00:00,19.3,13.7,24.8,63102,2010-09-26T00:00:00,Busch Stadium
Busch Stadium2010-09-27T00:00:00,19.1,13.5,24.6,63102,2010-09-27T00:00:00,Busch Stadium
Busch Stadium2010-09-28T00:00:00,18.8,13.2,24.4,63102,2010-09-28T00:00:00,Busch Stadium
Busch Stadium2010-09-29T00:00:00,18.6,13.0,24.2,63102,2010-09-29T00:00:00,Busch Stadium
Busch Stadium2010-09-30T00:00:00,18.3,12.8,23.9,63102,2010-09-30T00:00:00,Busch Stadium
Busch Stadium2010-10-01T00:00:00,18.1,12.6,23.7,63102,2010-10-01T00:00:00,Busch Stadium
Busch Stadium2010-10-02T00:00:00,17.9,12.3,23.5,63102,2010-10-02T00:00:00,Busch Stadium
Busch Stadium2010-10-03T00:00:00,17.7,12.1,23.3,63102,2010-10-03T00:00:00,Busch Stadium
Busch Stadium2010-10-04T00:00:00,17.5,11.9,23.1,63102,2010-10-04T00:00:00,Busch Stadium
Busch Stadium2010-10-05T00:00:00,17.3,11.7,22.8,63102,2010-10-05T00:00:00,Busch Stadium
Busch Stadium2010-10-06T00:00:00,17.1,11.5,22.6,63102,2010-10-06T00:00:00,Busch Stadium
Busch Stadium2010-10-07T00:00:00,16.8,11.3,22.4,63102,2010-10-07T00:00:00,Busch Stadium
Busch Stadium2010-10-08T00:00:00,16.6,11.1,22.2,63102,2010-10-08T00:00:00,Busch Stadium
Busch Stadium2010-10-09T00:00:00,16.4,10.9,21.9,63102,2010-10-09T00:00:00,Busch Stadium
Busch Stadium2010-10-10T00:00:00,16.2,10.7,21.7,63102,2010-10-10T00:00:00,Busch Stadium
Busch Stadium2010-10-11T00:00:00,16.0,10.5,21.6,63102,2010-10-11T00:00:00,Busch Stadium
Busch Stadium2010-10-12T00:00:00,15.8,10.3,21.3,63102,2010-10-12T00:00:00,Busch Stadium
Busch Stadium2010-10-13T00:00:00,15.6,10.2,21.1,63102,2010-10-13T00:00:00,Busch Stadium
Busch Stadium2010-10-14T00:00:00,15.4,10.0,20.9,63102,2010-10-14T00:00:00,Busch Stadium
Busch Stadium2010-10-15T00:00:00,15.3,9.8,20.7,63102,2010-10-15T00:00:00,Busch Stadium
Busch Stadium2010-10-16T00:00:00,15.1,9.6,20.5,63102,2010-10-16T00:00:00,Busch Stadium
Busch Stadium2010-10-17T00:00:00,14.9,9.4,20.3,63102,2010-10-17T00:00:00,Busch Stadium
Busch Stadium2010-10-18T00:00:00,14.7,9.3,20.1,63102,2010-10-18T00:00:00,Busch Stadium
Busch Stadium2010-10-19T00:00:00,14.5,9.1,19.9,63102,2010-10-19T00:00:00,Busch Stadium
Busch Stadium2010-10-20T00:00:00,14.3,8.9,19.7,63102,2010-10-20T00:00:00,Busch Stadium
Busch Stadium2010-10-21T00:00:00,14.1,8.8,19.4,63102,2010-10-21T00:00:00,Busch Stadium
Busch Stadium2010-10-22T00:00:00,13.9,8.7,19.3,63102,2010-10-22T00:00:00,Busch Stadium
Busch Stadium2010-10-23T00:00:00,13.8,8.5,19.1,63102,2010-10-23T00:00:00,Busch Stadium
Busch Stadium2010-10-24T00:00:00,13.6,8.3,18.8,63102,2010-10-24T00:00:00,Busch Stadium
Busch Stadium2010-10-25T00:00:00,13.4,8.2,18.6,63102,2010-10-25T00:00:00,Busch Stadium
Busch Stadium2010-10-26T00:00:00,13.2,8.0,18.4,63102,2010-10-26T00:00:00,Busch Stadium
Busch Stadium2010-10-27T00:00:00,13.0,7.8,18.2,63102,2010-10-27T00:00:00,Busch Stadium
Busch Stadium2010-10-28T00:00:00,12.8,7.7,18.0,63102,2010-10-28T00:00:00,Busch Stadium
Busch Stadium2010-10-29T00:00:00,12.6,7.5,17.8,63102,2010-10-29T00:00:00,Busch Stadium
Busch Stadium2010-10-30T00:00:00,12.4,7.3,17.6,63102,2010-10-30T00:00:00,Busch Stadium
Busch Stadium2010-10-31T00:00:00,12.2,7.2,17.3,63102,2010-10-31T00:00:00,Busch Stadium
Busch Stadium2010-11-01T00:00:00,12.1,7.0,17.1,63102,2010-11-01T00:00:00,Busch Stadium
Tropicana Field2010-03-01T00:00:00,18.9,14.5,23.3,33701,2010-03-01T00:00:00,Tropicana Field
Tropicana Field2010-03-02T00:00:00,18.9,14.6,23.3,33701,2010-03-02T00:00:00,Tropicana Field
Tropicana Field2010-03-03T00:00:00,19.0,14.6,23.4,33701,2010-03-03T00:00:00,Tropicana Field
Tropicana Field2010-03-04T00:00:00,19.1,14.7,23.5,33701,2010-03-04T00:00:00,Tropicana Field
Tropicana Field2010-03-05T00:00:00,19.2,14.8,23.6,33701,2010-03-05T00:00:00,Tropicana Field
Tropicana Field2010-03-06T00:00:00,19.2,14.8,23.6,33701,2010-03-06T00:00:00,Tropicana Field
Tropicana Field2010-03-07T00:00:00,19.3,14.9,23.7,33701,2010-03-07T00:00:00,Tropicana Field
Tropicana Field2010-03-08T00:00:00,19.4,15.0,23.8,33701,2010-03-08T00:00:00,Tropicana Field
Tropicana Field2010-03-09T00:00:00,19.4,15.1,23.8,33701,2010-03-09T00:00:00,Tropicana Field
Tropicana Field2010-03-10T00:00:00,19.6,15.2,23.9,33701,2010-03-10T00:00:00,Tropicana Field
Tropicana Field2010-03-11T00:00:00,19.6,15.2,23.9,33701,2010-03-11T00:00:00,Tropicana Field
Tropicana Field2010-03-12T00:00:00,19.7,15.3,24.1,33701,2010-03-12T00:00:00,Tropicana Field
Tropicana Field2010-03-13T00:00:00,19.8,15.4,24.1,33701,2010-03-13T00:00:00,Tropicana Field
